15324	0.936	-37.650	37.490	3.51	-1.00	-1.92	0.013	-0.021	0.002	0.0432	0.0276	0.0092	0.0000	0.0000	0.0000	0	1.00
15332	0.969	-37.634	37.504	2.99	-0.76	-1.86	0.041	-0.015	-0.009	0.0358	0.0269	0.0037	0.0000	0.0000	0.0000	0	1.00
15339	1.000	-37.619	37.517	2.74	-0.59	-1.78	0.024	-0.012	-0.039	0.0331	0.0270	0.0014	0.0000	0.0000	0.0000	0	1.00
15346	1.034	-37.603	37.531	2.44	-0.27	-1.80	0.017	0.016	-0.031	0.0297	0.0301	-0.0043	0.0000	0.0000	0.0000	0	1.00
15354	1.067	-37.587	37.544	2.54	-0.15	-2.02	0.011	0.025	-0.020	0.0307	0.0348	-0.0079	0.0000	0.0000	0.0000	0	1.00
15362	1.104	-37.568	37.559	2.35	0.25	-2.23	-0.003	0.000	-0.026	0.0284	0.0416	-0.0161	0.0000	0.0000	0.0000	0	1.00
15369	1.134	-37.551	37.568	2.17	0.83	-2.42	-0.001	0.001	-0.020	0.0278	0.0513	-0.0258	0.0000	0.0000	0.0000	0	1.00
15376	1.160	-37.537	37.578	1.74	0.86	-2.13	0.002	-0.011	-0.008	0.0223	0.0460	-0.0253	0.0000	0.0000	0.0000	0	1.00
15384	1.183	-37.525	37.587	1.58	1.15	-1.84	-0.003	0.003	-0.001	0.0237	0.0468	-0.0249	0.0000	0.0000	0.0000	0	1.00
15391	1.201	-37.516	37.593	0.71	1.52	-1.12	0.005	0.001	-0.011	0.0156	0.0397	-0.0248	0.0000	0.0000	0.0000	0	1.00
15399	1.217	-37.507	37.598	0.36	1.65	-0.90	0.003	-0.002	-0.012	0.0118	0.0373	-0.0255	0.0000	0.0000	0.0000	0	1.00
15406	1.232	-37.496	37.601	0.01	1.70	-0.60	0.010	-0.006	-0.010	0.0080	0.0326	-0.0243	0.0000	0.0000	0.0000	0	1.00
15413	1.248	-37.484	37.604	-0.31	1.79	-0.16	0.009	-0.011	-0.002	0.0060	0.0278	-0.0213	0.0000	0.0000	0.0000	0	1.00
15421	1.263	-37.470	37.603	-0.47	2.10	-0.20	0.005	-0.043	0.007	0.0049	0.0319	-0.0260	0.0000	0.0000	0.0000	0	1.00
15429	1.274	-37.458	37.601	-0.64	2.37	-0.20	0.012	-0.020	0.021	0.0038	0.0349	-0.0297	0.0000	0.0000	0.0000	0	1.00
15436	1.281	-37.447	37.597	-1.12	2.77	-0.22	0.002	-0.010	0.015	-0.0024	0.0380	-0.0378	0.0000	0.0000	0.0000	0	1.00
15443	1.278	-37.442	37.589	-1.73	3.22	0.05	-0.002	-0.003	0.021	-0.0085	0.0381	-0.0428	0.0000	0.0000	0.0000	0	1.00
15451	1.268	-37.437	37.576	-2.38	3.69	-0.09	0.003	0.020	0.021	-0.0183	0.0420	-0.0544	0.0000	0.0000	0.0000	0	1.00
15459	1.253	-37.438	37.563	-2.86	4.07	0.21	-0.005	0.039	0.018	-0.0220	0.0419	-0.0574	0.0000	0.0000	0.0000	0	1.00
15466	1.230	-37.444	37.549	-3.21	4.03	0.60	-0.011	0.052	0.017	-0.0258	0.0351	-0.0541	0.0000	0.0000	0.0000	0	1.00
15473	1.209	-37.450	37.536	-3.20	3.90	0.73	-0.015	0.056	0.001	-0.0257	0.0319	-0.0509	0.0000	0.0000	0.0000	0	1.00
15481	1.182	-37.458	37.521	-3.10	3.64	0.90	-0.027	0.040	0.001	-0.0245	0.0269	-0.0452	0.0000	0.0000	0.0000	0	1.00
15489	1.149	-37.470	37.502	-2.85	3.62	0.97	-0.041	0.009	-0.008	-0.0193	0.0280	-0.0420	0.0000	0.0000	0.0000	0	1.00
15496	1.108	-37.484	37.481	-2.86	3.47	0.82	-0.030	0.005	-0.015	-0.0218	0.0268	-0.0429	0.0000	0.0000	0.0000	0	1.00
15503	1.063	-37.501	37.457	-2.83	3.31	0.74	-0.029	0.008	-0.014	-0.0230	0.0251	-0.0423	0.0000	0.0000	0.0000	0	1.00
15511	1.014	-37.519	37.431	-2.81	3.28	0.97	-0.024	-0.010	-0.013	-0.0212	0.0227	-0.0385	0.0000	0.0000	0.0000	0	1.00
15519	0.965	-37.534	37.404	-2.82	3.58	0.67	0.002	-0.042	-0.029	-0.0213	0.0302	-0.0458	0.0000	0.0000	0.0000	0	1.00
15526	0.915	-37.551	37.376	-2.75	3.15	0.50	-0.003	-0.024	-0.033	-0.0245	0.0254	-0.0438	0.0000	0.0000	0.0000	0	1.00
15533	0.870	-37.565	37.350	-2.78	3.36	0.53	0.016	-0.015	-0.009	-0.0233	0.0282	-0.0455	0.0000	0.0000	0.0000	0	1.00
15541	0.828	-37.579	37.326	-2.64	3.00	0.43	0.020	-0.003	0.011	-0.0240	0.0245	-0.0426	0.0000	0.0000	0.0000	0	1.00
15549	0.795	-37.588	37.307	-2.33	2.47	0.24	0.012	0.017	0.032	-0.0237	0.0199	-0.0380	0.0000	0.0000	0.0000	0	1.00
15556	0.770	-37.596	37.292	-2.03	2.01	0.39	0.020	-0.015	0.030	-0.0202	0.0135	-0.0292	0.0000	0.0000	0.0000	0	1.00
15563	0.744	-37.603	37.277	-2.05	1.79	0.42	0.018	0.034	0.028	-0.0220	0.0095	-0.0268	0.0000	0.0000	0.0000	0	1.00
15571	0.723	-37.609	37.263	-2.14	1.44	0.76	0.014	0.003	0.020	-0.0236	0.0002	-0.0193	0.0000	0.0000	0.0000	0	1.00
