# gyro bias (body, rad/s): -0.001636	0.000448	0.001663
# corner resolved: [-1,+1,+1]  place_offset=3.097 deg  (best_dot=0.6135 runner_up=[-1,-1,+1] dot=0.6033)
# WARNING: best and runner-up corners are close -- cube may not
#   be resting stably on a single corner yet. Recheck before Stage 2.
t_ms	pulse_wheel	tau_Nm	pulse_active	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z
# send c to re-resolve the corner candidate, w<0/1/2> to pick
# a wheel (0=X 1=Y 2=Z), p to fire a pulse, t<Nm> to change its
# size (try t0.08 if 0.05 doesn't move it)
# HOLD/BRACE THE CUBE FIRMLY BEFORE SENDING p
# WiFi build: d<N> sets telht pulse is CANCELLED
#   if no line arrives on Serial1 for 300 ms.
t_ms	pulse_wheel	tau_Nm	pulse_active	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z
7060	0	0.0000	0	-32.389	-31.867	2.529	8.27	-7.88	-22.28	0.189	-0.122	-0.022
7067	0	0.0000	0	-32.330	-31.917	2.629	7.74	-7.86	-23.98	0.194	-0.103	-0.001
7075	0	0.0000	0	-32.269	-31.973	2.738	6.69	-8.19	-26.20	0.180	-0.081	0.000
7082	0	0.0000	0	-32.220	-32.032	2.838	5.06	-8.54	-27.93	0.179	-0.028	0.007
7089	0	0.0000	0	-32.179	-32.090	2.930	3.41	-9.16	-29.14	0.143	0.027	0.011
7096	0	0.0000	0	-32.140	-32.152	3.025	1.73	-9.55	-30.47	0.102	0.049	0.013
7103	0	0.0000	0	-32.107	-32.212	3.113	0.81	-9.58	-31.10	0.050	0.073	-0.001
7110	0	0.0000	0	-32.077	-32.266	3.191	-0.69	-9.16	-32.14	-0.012	0.088	-0.010
7117	0	0.0000	0	-32.056	-32.307	3.251	-2.26	-8.54	-33.08	-0.059	0.072	-0.017
7124	0	0.0000	0	-32.051	-32.345	3.292	-4.04	-7.18	-33.52	-0.096	0.030	-0.039
7131	0	0.0000	0	-32.054	-32.373	3.316	-5.72	-5.70	-33.43	-0.113	-0.005	-0.074
7138	0	0.0000	0	-32.065	-32.397	3.330	-7.27	-4.70	-32.77	-0.134	-0.028	-0.099
7145	0	0.0000	0	-32.074	-32.417	3.342	-7.73	-4.89	-32.01	-0.171	-0.043	-0.121
7152	0	0.0000	0	-32.073	-32.432	3.357	-6.67	-5.55	-31.46	-0.202	-0.023	-0.124
7159	0	0.0000	0	-32.059	-32.444	3.381	-5.10	-5.87	-31.01	-0.238	0.002	-0.117
7166	0	0.0000	0	-32.036	-32.451	3.409	-2.45	-6.80	-29.87	-0.253	0.012	-0.126
7173	0	0.0000	0	-32.012	-32.454	3.432	-0.56	-7.65	-28.99	-0.252	0.010	-0.100
7180	0	0.0000	0	-31.992	-32.450	3.446	1.20	-7.17	-27.74	-0.217	0.011	-0.054
7187	0	0.0000	0	-31.966	-32.448	3.467	2.91	-7.29	-26.14	-0.153	0.005	-0.037
7194	0	0.0000	0	-31.935	-32.450	3.496	4.37	-8.07	-24.08	-0.085	0.008	-0.022
7202	0	0.0000	0	-31.899	-32.458	3.536	4.69	-8.99	-21.47	-0.015	0.015	0.015
7209	0	0.0000	0	-31.856	-32.475	3.590	4.72	-10.29	-19.23	0.084	0.027	0.047
7215	0	0.0000	0	-31.804	-32.500	3.661	4.82	-11.72	-17.90	0.169	0.045	0.059
7222	0	0.0000	0	-31.732	-32.547	3.769	5.32	-13.65	-16.03	0.206	0.059	0.095
7229	0	0.0000	0	-31.644	-32.608	3.906	5.96	-16.25	-15.01	0.240	0.068	0.116
7236	0	0.0000	0	-31.543	-32.687	4.072	6.42	-18.78	-13.99	0.259	0.101	0.129
7243	0	0.0000	0	-31.432	-32.782	4.262	6.41	-20.54	-13.17	0.239	0.120	0.112
7250	0	0.0000	0	-31.307	-32.892	4.478	7.16	-23.55	-11.85	0.197	0.116	0.098
7258	0	0.0000	0	-31.169	-33.022	4.728	8.13	-27.20	-10.32	0.154	0.083	0.076
7265	0	0.0000	0	-31.053	-33.145	4.949	8.55	-30.02	-8.65	0.083	0.054	0.072
7272	0	0.0000	0	-30.934	-33.274	5.180	9.27	-32.39	-8.16	0.023	0.025	0.048
7279	0	0.0000	0	-30.816	-33.412	5.418	9.54	-33.90	-7.77	-0.058	-0.028	0.039
7286	0	0.0000	0	-30.713	-33.546	5.638	10.94	-36.36	-8.07	-0.120	-0.065	0.032
7293	0	0.0000	0	-30.614	-33.688	5.864	11.56	-37.66	-9.71	-0.161	-0.105	0.052
7300	0	0.0000	0	-30.513	-33.841	6.102	12.12	-40.29	-11.66	-0.195	-0.133	0.050
7307	0	0.0000	0	-30.431	-33.993	6.323	12.11	-42.10	-14.06	-0.183	-0.137	0.059
7314	0	0.0000	0	-30.345	-34.153	6.554	11.52	-43.07	-15.47	-0.137	-0.120	0.064
7321	0	0.0000	0	-30.259	-34.312	6.785	10.71	-45.39	-18.05	-0.092	-0.093	0.047
7328	0	0.0000	0	-30.163	-34.487	7.039	10.32	-47.90	-20.21	-0.048	-0.044	0.044
7335	0	0.0000	0	-30.082	-34.668	7.287	10.57	-51.48	-21.97	0.004	0.018	0.021
7342	0	0.0000	0	-30.002	-34.852	7.537	9.92	-53.34	-23.05	0.053	0.072	0.017
7349	0	0.0000	0	-29.879	-35.057	7.845	11.50	-56.06	-26.46	0.058	0.117	0.027
7356	0	0.0000	0	-29.753	-35.262	8.155	12.33	-57.88	-30.01	0.073	0.109	0.026
7363	0	0.0000	0	-29.622	-35.477	8.479	13.60	-60.08	-32.89	0.080	0.103	0.003
7370	0	0.0000	0	-29.503	-35.672	8.774	13.14	-60.23	-35.03	0.113	0.053	-0.005
7377	0	0.0000	0	-29.304	-35.900	9.172	14.07	-60.00	-38.94	0.092	0.018	0.016
7384	0	0.0000	0	-29.180	-36.086	9.462	15.71	-61.27	-40.37	0.087	-0.042	0.003
7391	0	0.0000	0	-29.001	-36.292	9.820	14.42	-60.14	-42.00	0.052	-0.090	-0.018
7398	0	0.0000	0	-28.836	-36.480	10.148	18.48	-62.33	-44.10	0.017	-0.116	-0.049
7405	0	0.0000	0	-28.668	-36.674	10.485	16.88	-61.39	-43.76	-0.005	-0.135	-0.089
7412	0	0.0000	0	-28.465	-36.870	10.855	17.99	-61.70	-44.24	-0.036	-0.108	-0.125
7419	0	0.0000	0	-28.317	-37.035	11.147	17.76	-61.56	-43.93	-0.042	-0.135	-0.142
7426	0	0.0000	0	-28.113	-37.215	11.500	18.19	-61.34	-44.48	-0.057	-0.112	-0.139
7434	0	0.0000	0	-27.926	-37.391	11.837	18.25	-61.21	-44.35	-0.056	-0.089	-0.136
7441	0	0.0000	0	-27.730	-37.557	12.171	19.46	-61.28	-44.85	-0.073	-0.048	-0.101
7448	0	0.0000	0	-27.567	-37.701	12.454	19.50	-60.97	-44.46	-0.063	0.001	-0.068
7455	0	0.0000	0	-27.425	-37.841	12.716	19.15	-59.98	-43.74	-0.066	0.027	-0.044
7462	0	0.0000	0	-27.271	-37.973	12.980	19.64	-59.44	-43.29	-0.053	0.076	-0.005
7469	0	0.0000	0	-27.169	-38.080	13.174	19.62	-58.18	-42.30	-0.025	0.066	0.028
7476	0	0.0000	0	-27.040	-38.199	13.403	21.88	-58.69	-42.47	-0.020	0.117	0.053
7483	0	0.0000	0	-26.927	-38.299	13.600	23.26	-58.36	-42.07	-0.008	0.089	0.061
7490	0	0.0000	0	-26.792	-38.407	13.824	22.21	-56.32	-40.20	0.044	0.046	0.061
7497	0	0.0000	0	-26.696	-38.498	13.997	22.13	-55.28	-37.46	0.074	0.018	0.017
7504	0	0.0000	0	-26.592	-38.591	14.179	21.33	-53.52	-34.93	0.105	-0.020	-0.007
7511	0	0.0000	0	-26.468	-38.685	14.380	21.19	-52.18	-32.64	0.140	-0.042	-0.044
7519	0	0.0000	0	-26.341	-38.791	14.595	20.25	-51.44	-28.64	0.134	-0.050	-0.070
7526	0	0.0000	0	-26.239	-38.860	14.752	20.10	-49.88	-27.18	0.086	-0.058	-0.070
7533	0	0.0000	0	-26.123	-38.928	14.919	20.38	-48.42	-25.65	0.042	-0.071	-0.056
7540	0	0.0000	0	-25.983	-39.019	15.132	22.10	-47.77	-23.88	-0.019	-0.038	-0.069
7547	0	0.0000	0	-25.858	-39.106	15.327	24.27	-48.64	-21.48	-0.090	0.004	-0.069
7554	0	0.0000	0	-25.709	-39.190	15.540	23.27	-46.47	-19.06	-0.093	0.002	-0.040
7561	0	0.0000	0	-25.563	-39.274	15.750	24.38	-45.70	-17.87	-0.146	0.004	-0.010
7569	0	0.0000	0	-25.470	-39.330	15.886	23.75	-43.26	-17.34	-0.121	-0.032	0.049
7576	0	0.0000	0	-25.371	-39.377	16.019	20.60	-38.19	-17.47	-0.088	-0.047	0.096
7583	0	0.0000	0	-25.304	-39.416	16.116	22.70	-38.06	-17.69	-0.072	-0.053	0.130
7590	0	0.0000	0	-25.227	-39.466	16.233	19.63	-34.59	-17.25	-0.013	-0.058	0.177
7597	0	0.0000	0	-25.143	-39.509	16.349	20.66	-34.23	-18.63	0.016	-0.021	0.180
7604	0	0.0000	0	-25.156	-39.537	16.365	17.63	-30.79	-19.25	0.075	-0.008	0.176
7611	0	0.0000	0	-25.093	-39.593	16.475	15.42	-29.80	-18.35	0.095	0.052	0.148
7618	0	0.0000	0	-25.105	-39.640	16.509	17.50	-32.72	-19.12	0.124	0.113	0.089
7625	0	0.0000	0	-25.164	-39.692	16.508	12.02	-30.58	-16.73	0.174	0.093	0.034
7632	0	0.0000	0	-25.122	-39.744	16.596	12.93	-31.15	-17.91	0.151	0.147	0.007
7639	0	0.0000	0	-25.102	-39.801	16.669	13.87	-32.48	-18.38	0.095	0.175	-0.069
7646	0	0.0000	0	-25.187	-39.862	16.654	10.49	-33.28	-15.90	0.100	0.142	-0.148
7653	0	0.0000	0	-25.283	-39.928	16.634	5.77	-32.50	-12.71	0.122	0.093	-0.218
7660	0	0.0000	0	-25.384	-39.990	16.605	2.17	-32.65	-10.87	0.095	0.064	-0.226
7667	0	0.0000	0	-25.463	-40.058	16.601	2.15	-34.41	-10.57	0.033	0.039	-0.208
7674	0	0.0000	0	-25.477	-40.130	16.659	1.87	-36.33	-10.08	-0.051	0.020	-0.167
7681	0	0.0000	0	-25.422	-40.211	16.786	2.92	-39.21	-10.03	-0.145	0.022	-0.107
7688	0	0.0000	0	-25.308	-40.289	16.963	4.97	-42.18	-10.59	-0.221	0.008	-0.027
7695	0	0.0000	0	-25.144	-40.372	17.188	7.52	-45.52	-10.84	-0.286	0.003	0.046
7702	0	0.0000	0	-24.937	-40.457	17.453	9.34	-47.80	-11.22	-0.339	0.014	0.104
7709	0	0.0000	0	-24.691	-40.545	17.755	11.25	-50.52	-11.45	-0.339	-0.018	0.135
7716	0	0.0000	0	-24.414	-40.640	18.091	12.57	-52.47	-11.24	-0.301	-0.036	0.178
7723	0	0.0000	0	-24.139	-40.730	18.422	13.40	-53.60	-11.35	-0.237	-0.064	0.205
7730	0	0.0000	0	-23.858	-40.825	18.761	14.12	-55.01	-11.38	-0.164	-0.087	0.192
7738	0	0.0000	0	-23.571	-40.929	19.115	15.32	-56.50	-10.98	-0.086	-0.081	0.169
7745	0	0.0000	0	-23.302	-41.034	19.453	16.41	-58.27	-10.50	-0.007	-0.041	0.121
7752	0	0.0000	0	-23.057	-41.144	19.777	17.06	-60.63	-9.85	0.061	-0.005	0.066
7759	0	0.0000	0	-22.832	-41.259	20.086	18.08	-62.50	-8.79	0.160	0.023	-0.012
7766	0	0.0000	0	-22.631	-41.376	20.377	18.28	-63.78	-7.39	0.224	0.030	-0.078
7773	0	0.0000	0	-22.450	-41.493	20.651	18.06	-64.14	-6.28	0.296	0.037	-0.135
7780	0	0.0000	0	-22.271	-41.613	20.925	17.55	-64.40	-5.08	0.333	0.022	-0.181
7787	0	0.0000	0	-22.087	-41.730	21.201	17.22	-64.30	-4.64	0.323	-0.008	-0.194
7793	0	0.0000	0	-21.890	-41.845	21.486	18.42	-64.03	-5.05	0.289	-0.026	-0.161
7800	0	0.0000	0	-21.669	-41.961	21.794	19.69	-64.32	-5.51	0.210	-0.035	-0.121
7807	0	0.0000	0	-21.426	-42.074	22.118	21.71	-64.33	-6.99	0.108	-0.048	-0.063
7814	0	0.0000	0	-21.168	-42.183	22.452	23.33	-64.11	-8.31	0.020	-0.067	-0.012
7821	0	0.0000	0	-20.908	-42.291	22.785	23.07	-62.29	-9.77	-0.038	-0.097	0.052
7828	0	0.0000	0	-20.645	-42.400	23.122	21.30	-59.95	-10.87	-0.075	-0.132	0.081
7835	0	0.0000	0	-20.384	-42.508	23.458	19.58	-58.68	-10.96	-0.085	-0.116	0.105
7842	0	0.0000	0	-20.122	-42.617	23.795	16.91	-57.42	-11.15	-0.094	-0.090	0.110
7850	0	0.0000	0	-19.849	-42.726	24.141	15.20	-57.46	-11.42	-0.118	-0.012	0.102
7856	0	0.0000	0	-19.565	-42.828	24.490	15.53	-58.81	-12.42	-0.140	0.067	0.088
7864	0	0.0000	0	-19.264	-42.925	24.850	15.59	-59.86	-12.92	-0.165	0.126	0.099
7870	0	0.0000	0	-18.955	-43.011	25.206	16.12	-60.78	-14.86	-0.144	0.163	0.110
7878	0	0.0000	0	-18.628	-43.085	25.565	16.71	-60.92	-17.75	-0.141	0.173	0.114
7885	0	0.0000	0	-18.314	-43.146	25.901	16.67	-59.87	-20.57	-0.099	0.140	0.105
7892	0	0.0000	0	-18.009	-43.196	26.218	16.05	-57.94	-23.47	-0.047	0.080	0.087
7899	0	0.0000	0	-17.708	-43.239	26.525	15.10	-56.32	-25.20	0.020	0.008	0.064
7906	0	0.0000	0	-17.418	-43.276	26.816	13.48	-53.67	-27.82	0.078	-0.072	0.024
7913	0	0.0000	0	-17.129	-43.308	27.102	12.39	-52.26	-29.93	0.132	-0.107	-0.014
7920	0	0.0000	0	-16.840	-43.337	27.384	11.74	-51.66	-30.96	0.160	-0.136	-0.070
7927	0	0.0000	0	-16.553	-43.361	27.660	10.93	-51.43	-31.76	0.176	-0.121	-0.120
7934	0	0.0000	0	-16.249	-43.382	27.948	10.58	-51.37	-32.11	0.169	-0.097	-0.151
7941	0	0.0000	0	-15.961	-43.396	28.215	9.28	-51.15	-32.40	0.165	-0.073	-0.181
7948	0	0.0000	0	-15.674	-43.402	28.473	7.02	-50.23	-32.77	0.160	-0.040	-0.182
7955	0	0.0000	0	-15.394	-43.401	28.719	3.47	-48.40	-33.36	0.166	-0.016	-0.158
7962	0	0.0000	0	-15.117	-43.393	28.955	-0.11	-46.43	-33.98	0.140	0.002	-0.124
7969	0	0.0000	0	-14.840	-43.379	29.186	-2.64	-45.36	-35.06	0.128	0.031	-0.082
7976	0	0.0000	0	-14.564	-43.361	29.411	-5.54	-44.32	-36.27	0.075	0.067	-0.036
7983	0	0.0000	0	-14.282	-43.338	29.636	-7.70	-44.51	-38.35	0.007	0.107	0.039
7990	0	0.0000	0	-13.999	-43.314	29.862	-9.22	-44.99	-40.05	-0.066	0.159	0.107
7997	0	0.0000	0	-13.711	-43.289	30.092	-10.73	-46.13	-41.53	-0.147	0.185	0.134
8004	0	0.0000	0	-13.454	-43.269	30.298	-11.80	-46.89	-42.03	-0.167	0.182	0.146
8011	0	0.0000	0	-13.225	-43.253	30.484	-15.30	-47.35	-42.93	-0.172	0.158	0.129
8018	0	0.0000	0	-13.022	-43.241	30.651	-19.23	-47.38	-43.73	-0.141	0.104	0.113
8025	0	0.0000	0	-12.838	-43.232	30.804	-23.00	-47.35	-44.74	-0.099	0.043	0.096
8032	0	0.0000	0	-12.678	-43.227	30.940	-26.85	-47.36	-46.91	-0.049	-0.017	0.091
8039	0	0.0000	0	-12.526	-43.224	31.071	-28.88	-47.73	-48.22	-0.018	-0.053	0.078
8046	0	0.0000	0	-12.376	-43.222	31.201	-30.99	-49.50	-50.68	0.017	-0.070	0.037
8054	0	0.0000	0	-12.217	-43.219	31.338	-32.30	-51.95	-52.95	0.022	-0.071	0.014
8061	0	0.0000	0	-12.075	-43.218	31.462	-34.48	-53.93	-54.60	0.055	-0.068	-0.036
8068	0	0.0000	0	-11.946	-43.219	31.576	-37.79	-56.11	-55.14	0.112	-0.046	-0.096
8075	0	0.0000	0	-11.814	-43.220	31.694	-40.37	-58.30	-55.43	0.117	-0.028	-0.116
8082	0	0.0000	0	-11.684	-43.217	31.805	-42.05	-59.05	-56.70	0.108	-0.017	-0.099
8089	0	0.0000	0	-11.555	-43.210	31.913	-44.00	-60.16	-59.03	0.079	-0.022	-0.081
8096	0	0.0000	0	-11.427	-43.202	32.017	-46.20	-60.62	-62.08	0.038	-0.018	-0.049
8104	0	0.0000	0	-11.299	-43.194	32.122	-48.66	-60.62	-64.17	0.010	-0.027	-0.019
8111	0	0.0000	0	-11.184	-43.190	32.219	-51.32	-61.14	-65.21	-0.011	-0.014	-0.013
8118	0	0.0000	0	-11.076	-43.190	32.314	-52.98	-61.83	-65.30	-0.039	0.002	-0.004
8125	0	0.0000	0	-10.955	-43.192	32.422	-54.34	-64.29	-65.27	-0.080	0.040	-0.007
8132	0	0.0000	0	-10.820	-43.193	32.542	-54.51	-67.38	-65.51	-0.141	0.065	0.012
8139	0	0.0000	0	-10.683	-43.192	32.662	-54.05	-69.93	-67.11	-0.169	0.079	0.049
8146	0	0.0000	0	-10.544	-43.191	32.783	-53.59	-71.95	-69.56	-0.190	0.081	0.071
8153	0	0.0000	0	-10.408	-43.189	32.901	-54.10	-73.37	-71.24	-0.175	0.042	0.092
8161	0	0.0000	0	-10.280	-43.188	33.013	-54.75	-74.22	-72.27	-0.134	0.000	0.070
8168	0	0.0000	0	-10.166	-43.191	33.115	-56.50	-74.89	-72.69	-0.070	-0.044	0.034
8175	0	0.0000	0	-10.053	-43.193	33.217	-58.91	-75.33	-72.27	0.013	-0.092	-0.010
8182	0	0.0000	0	-9.936	-43.194	33.321	-61.25	-76.05	-71.44	0.076	-0.128	-0.048
8189	0	0.0000	0	-9.803	-43.190	33.435	-63.21	-76.47	-70.74	0.135	-0.115	-0.095
8196	0	0.0000	0	-9.649	-43.180	33.560	-64.15	-77.38	-70.37	0.163	-0.111	-0.117
8203	0	0.0000	0	-9.459	-43.159	33.707	-64.59	-78.42	-70.37	0.144	-0.079	-0.120
8211	0	0.0000	0	-9.245	-43.130	33.867	-63.79	-79.80	-71.16	0.110	-0.044	-0.090
8218	0	0.0000	0	-9.029	-43.097	34.025	-62.71	-80.67	-73.07	0.038	0.004	-0.034
8225	0	0.0000	0	-8.814	-43.065	34.183	-61.44	-81.36	-75.24	-0.028	0.042	0.016
8232	0	0.0000	0	-8.612	-43.037	34.334	-60.19	-81.90	-77.42	-0.083	0.057	0.048
8239	0	0.0000	0	-8.427	-43.015	34.475	-60.11	-82.55	-77.81	-0.102	0.088	0.036
8246	0	0.0000	0	-8.268	-43.003	34.603	-61.46	-83.26	-76.79	-0.081	0.084	0.010
8253	0	0.0000	0	-8.123	-42.997	34.725	-63.79	-83.53	-74.73	-0.047	0.072	-0.030
8260	0	0.0000	0	-7.986	-42.991	34.840	-66.16	-83.00	-73.41	-0.003	0.050	-0.035
8267	0	0.0000	0	-7.824	-42.976	34.968	-66.99	-82.33	-73.78	0.015	0.003	-0.001
8274	0	0.0000	0	-7.654	-42.954	35.096	-67.60	-81.31	-74.83	0.026	-0.039	0.031
8281	0	0.0000	0	-7.466	-42.923	35.231	-68.01	-80.19	-75.43	0.034	-0.055	0.034
8288	0	0.0000	0	-7.265	-42.887	35.373	-68.11	-79.51	-75.27	0.037	-0.088	0.012
8295	0	0.0000	0	-7.047	-42.843	35.522	-67.59	-78.84	-74.77	0.031	-0.076	0.006
8302	0	0.0000	0	-6.806	-42.790	35.683	-65.61	-78.41	-75.28	-0.035	-0.068	0.023
8309	0	0.0000	0	-6.551	-42.730	35.849	-63.72	-77.91	-76.51	-0.095	-0.055	0.036
8316	0	0.0000	0	-6.301	-42.670	36.010	-61.13	-77.91	-77.63	-0.135	-0.023	0.038
8323	0	0.0000	0	-6.061	-42.611	36.165	-59.38	-78.16	-77.01	-0.131	0.015	-0.001
8330	0	0.0000	0	-5.846	-42.560	36.303	-58.90	-77.84	-75.48	-0.095	0.021	-0.044
8337	0	0.0000	0	-5.654	-42.514	36.428	-59.61	-76.62	-74.51	-0.041	0.016	-0.067
8344	0	0.0000	0	-5.477	-42.471	36.542	-60.94	-73.75	-74.05	0.034	-0.011	-0.063
8351	0	0.0000	0	-5.317	-42.430	36.643	-62.60	-70.20	-74.03	0.100	-0.051	-0.079
8358	0	0.0000	0	-5.151	-42.386	36.745	-64.08	-66.99	-73.33	0.163	-0.059	-0.095
8365	0	0.0000	0	-4.971	-42.334	36.854	-64.50	-64.65	-72.62	0.145	-0.061	-0.096
8373	0	0.0000	0	-4.752	-42.268	36.982	-63.04	-63.49	-72.06	0.104	-0.014	-0.062
8380	0	0.0000	0	-4.522	-42.196	37.114	-61.37	-62.83	-71.65	0.050	0.001	-0.028
8387	0	0.0000	0	-4.285	-42.118	37.247	-58.55	-62.31	-72.24	-0.027	0.059	0.014
8394	0	0.0000	0	-4.050	-42.039	37.377	-55.37	-61.73	-72.00	-0.087	0.069	0.030
8401	0	0.0000	0	-3.855	-41.973	37.483	-53.16	-60.80	-70.90	-0.132	0.072	0.024
8408	0	0.0000	0	-3.688	-41.914	37.574	-52.03	-59.67	-68.72	-0.154	0.065	0.023
8415	0	0.0000	0	-3.553	-41.865	37.645	-51.89	-58.27	-66.98	-0.124	0.017	-0.004
8422	0	0.0000	0	-3.449	-41.825	37.698	-52.35	-55.24	-64.04	-0.092	-0.035	-0.035
8429	0	0.0000	0	-3.363	-41.790	37.739	-53.22	-51.87	-61.36	-0.019	-0.077	-0.027
8436	0	0.0000	0	-3.275	-41.752	37.779	-52.93	-48.11	-60.03	0.003	-0.129	-0.008
8443	0	0.0000	0	-3.166	-41.704	37.829	-51.28	-45.01	-60.13	0.022	-0.125	0.045
8450	0	0.0000	0	-3.035	-41.647	37.889	-49.47	-42.83	-60.63	0.027	-0.120	0.078
8457	0	0.0000	0	-2.890	-41.586	37.957	-45.99	-40.42	-61.76	-0.006	-0.088	0.123
8464	0	0.0000	0	-2.735	-41.524	38.032	-42.08	-38.70	-62.10	-0.027	-0.024	0.115
8471	0	0.0000	0	-2.589	-41.466	38.105	-38.90	-37.34	-61.15	-0.019	0.027	0.087
8478	0	0.0000	0	-2.463	-41.417	38.168	-37.26	-35.62	-58.38	-0.017	0.080	0.021
8485	0	0.0000	0	-2.361	-41.378	38.220	-36.64	-34.51	-56.30	0.019	0.091	-0.035
8492	0	0.0000	0	-2.270	-41.342	38.265	-36.02	-31.71	-53.06	0.042	0.082	-0.076
8499	0	0.0000	0	-2.183	-41.303	38.303	-35.30	-28.79	-50.04	0.054	0.055	-0.129
8507	0	0.0000	0	-2.098	-41.260	38.336	-33.51	-25.60	-47.72	0.057	0.043	-0.131
8514	0	0.0000	0	-2.001	-41.207	38.370	-29.44	-23.52	-46.58	0.007	0.029	-0.115
8521	0	0.0000	0	-1.893	-41.145	38.404	-26.10	-22.38	-45.98	-0.051	0.015	-0.085
8528	0	0.0000	0	-1.797	-41.083	38.429	-22.06	-20.34	-44.12	-0.091	-0.008	-0.061
8535	0	0.0000	0	-1.707	-41.021	38.448	-17.66	-17.93	-42.06	-0.125	-0.027	-0.052
8542	0	0.0000	0	-1.628	-40.963	38.460	-14.67	-16.27	-38.78	-0.137	-0.042	-0.043
8549	0	0.0000	0	-1.572	-40.914	38.462	-13.11	-14.73	-35.53	-0.112	-0.043	-0.049
8556	0	0.0000	0	-1.530	-40.871	38.457	-11.23	-12.26	-31.53	-0.094	-0.053	-0.032
8563	0	0.0000	0	-1.497	-40.833	38.450	-9.57	-9.06	-27.82	-0.048	-0.067	-0.021
8570	0	0.0000	0	-1.468	-40.799	38.441	-7.62	-6.32	-25.00	-0.007	-0.046	0.010
8577	0	0.0000	0	-1.425	-40.762	38.444	-4.94	-3.44	-23.26	0.016	-0.046	0.062
8584	0	0.0000	0	-1.367	-40.721	38.455	-3.09	-1.52	-22.81	0.049	-0.016	0.113
8591	0	0.0000	0	-1.299	-40.682	38.476	-0.48	1.35	-22.26	0.062	0.016	0.151
8598	0	0.0000	0	-1.227	-40.647	38.506	2.60	3.24	-21.74	0.069	0.077	0.159
8605	0	0.0000	0	-1.149	-40.613	38.541	6.17	3.85	-19.99	0.072	0.118	0.138
8612	0	0.0000	0	-1.075	-40.584	38.578	9.40	3.67	-17.55	0.060	0.161	0.106
8619	0	0.0000	0	-1.013	-40.560	38.610	11.24	3.38	-15.50	0.046	0.184	0.035
8626	0	0.0000	0	-0.964	-40.540	38.633	13.31	4.28	-12.25	0.050	0.150	-0.019
8633	0	0.0000	0	-0.926	-40.517	38.644	14.20	6.16	-9.50	0.057	0.086	-0.077
8640	0	0.0000	0	-0.893	-40.490	38.646	15.32	8.95	-7.49	0.076	0.003	-0.109
8647	0	0.0000	0	-0.854	-40.452	38.644	16.97	12.14	-6.64	0.055	-0.073	-0.101
8654	0	0.0000	0	-0.805	-40.404	38.640	18.15	14.55	-6.83	0.038	-0.132	-0.071
8661	0	0.0000	0	-0.744	-40.346	38.637	20.98	17.72	-8.08	-0.007	-0.189	-0.031
8668	0	0.0000	0	-0.674	-40.282	38.637	23.60	20.68	-9.53	-0.026	-0.210	0.030
8675	0	0.0000	0	-0.600	-40.218	38.640	26.05	22.38	-10.52	-0.059	-0.188	0.065
8682	0	0.0000	0	-0.529	-40.160	38.645	27.75	22.52	-10.55	-0.041	-0.109	0.093
8689	0	0.0000	0	-0.467	-40.111	38.653	27.82	23.20	-10.04	-0.025	-0.034	0.081
8696	0	0.0000	0	-0.412	-40.072	38.663	28.31	22.88	-9.47	0.007	0.081	0.080
8703	0	0.0000	0	-0.362	-40.036	38.672	27.98	22.35	-8.70	0.055	0.158	0.063
8710	0	0.0000	0	-0.311	-40.003	38.684	28.28	22.16	-7.75	0.069	0.229	0.038
8717	0	0.0000	0	-0.255	-39.966	38.698	29.17	21.25	-7.00	0.073	0.263	0.014
8724	0	0.0000	0	-0.186	-39.919	38.713	30.27	20.63	-6.85	0.049	0.262	-0.022
8731	0	0.0000	0	-0.105	-39.864	38.731	31.50	19.96	-6.56	0.023	0.253	-0.030
8738	0	0.0000	0	-0.015	-39.798	38.746	32.00	19.52	-5.88	0.012	0.193	-0.061
8745	0	0.0000	0	0.087	-39.721	38.761	32.08	19.55	-4.83	0.010	0.131	-0.104
8752	0	0.0000	0	0.199	-39.635	38.775	32.11	19.64	-2.94	-0.009	0.051	-0.134
8759	0	0.0000	0	0.321	-39.538	38.789	32.17	19.77	-1.02	0.003	-0.029	-0.124
8766	0	0.0000	0	0.449	-39.438	38.804	32.61	20.43	-0.21	-0.024	-0.113	-0.109
8773	0	0.0000	0	0.586	-39.333	38.822	33.32	21.39	-0.83	-0.022	-0.180	-0.041
8780	0	0.0000	0	0.727	-39.228	38.843	33.77	21.35	-1.24	-0.036	-0.241	-0.003
8787	0	0.0000	0	0.866	-39.127	38.868	34.14	21.69	-1.00	-0.027	-0.256	0.037
8794	0	0.0000	0	0.988	-39.043	38.893	33.19	21.42	-0.41	-0.001	-0.212	0.071
8802	0	0.0000	0	1.103	-38.969	38.923	32.17	20.41	0.66	0.033	-0.163	0.099
8808	0	0.0000	0	1.197	-38.915	38.953	30.63	18.86	1.96	0.064	-0.090	0.102
8815	0	0.0000	0	1.281	-38.872	38.984	28.72	17.94	2.78	0.110	-0.007	0.088
8823	0	0.0000	0	1.359	-38.837	39.018	26.33	16.60	4.29	0.118	0.056	0.083
